id,mssubclass,mszoning,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,roofstyle,exterior2nd,masvnrtype,masvnrarea,extercond,foundation,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,heatingqc,centralair,electrical,1stflrsf,grlivarea,bedroomabvgr,kitchenabvgr,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagequal,garagecond,paveddrive,wooddecksf,fence,saletype,saleprice,houseage,yearsafterremod,totalfullbaths,totalhalfbaths,pool,porch
314,90,RL,12760,3,Lvl,Inside,1,Mitchel,0,Duplex,1Story,6,5,Gable,1,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,1958.0,3,1,1,2048,2048,5,2,Typ,0,0,2Types,1,776.0,3,3,Y,0,0,0,170000,34.25,34.25,3.0,0.0,0,0
1630,60,RL,7655,3,Lvl,CulDSac,1,Gilbert,0,1Fam,2Story,6,5,Gable,1,None,0.0,3,PConc,3,1,1,0.0,1,0.0,903.0,4,1,1,910,1642,3,1,Typ,1,3,Attchd,2,392.0,3,3,Y,290,0,0,168000,14.583333333333258,13.583333333333258,2.0,1.0,0,1
191,70,RM,10560,4,Lvl,Inside,1,OldTown,0,1Fam,2Story,6,7,Gable,1,None,0.0,3,CBlock,3,1,3,283.0,1,0.0,455.0,5,1,1,868,1470,2,1,Min1,0,0,Detchd,1,624.0,3,3,Y,0,0,0,140750,88.5,16.5,1.0,1.0,0,0
1626,60,RL,7500,4,Lvl,Inside,1,Gilbert,0,1Fam,2Story,6,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,938.0,5,1,1,957,2299,5,1,Typ,1,3,Attchd,3,482.0,3,3,Y,188,0,0,204000,8.666666666666742,4.6666666666667425,3.0,1.0,0,1
59,60,RL,9505,3,Lvl,CulDSac,1,Gilbert,0,1Fam,2Story,7,5,Gable,2,BrkFace,180.0,3,PConc,3,1,1,0.0,1,0.0,884.0,5,1,1,884,2035,3,1,Typ,1,4,BuiltIn,3,434.0,3,3,Y,144,0,0,222500,9.416666666666742,9.416666666666742,2.0,1.0,0,1
2632,85,RL,10205,3,Lvl,Inside,1,NAmes,0,1Fam,SFoyer,5,5,Gable,4,None,0.0,3,CBlock,3,3,4,784.0,1,0.0,141.0,3,1,1,999,999,3,1,Typ,0,0,Attchd,1,300.0,3,3,Y,150,0,0,134500,44.41666666666674,44.41666666666674,2.0,0.0,0,1
1835,120,FV,4379,3,Lvl,FR2,1,Somerst,0,TwnhsE,1Story,8,5,Gable,4,None,0.0,3,PConc,3,3,6,851.0,1,0.0,527.0,5,1,1,1378,1378,2,1,Typ,1,4,Attchd,3,540.0,3,3,Y,160,0,0,214000,3.5833333333332575,3.5833333333332575,3.0,0.0,0,1
2675,190,RM,7800,4,Lvl,Inside,1,OldTown,0,2fmCon,1.5Fin,5,7,Gable,4,None,0.0,3,CBlock,3,2,3,507.0,1,0.0,286.0,3,1,1,793,1118,3,1,Typ,1,4,Detchd,1,410.0,3,3,Y,0,3,0,119900,67.41666666666674,56.41666666666674,2.0,0.0,0,1
1503,90,RL,12108,4,Lvl,Inside,1,Edwards,0,Duplex,1Story,4,4,Gable,2,BrkFace,270.0,3,CBlock,3,1,5,133.0,1,0.0,1307.0,3,0,0,1440,1440,4,2,Typ,0,0,NA,0,0.0,0,0,Y,0,0,0,118000,53.75,53.75,2.0,0.0,0,0
1963,20,RL,7000,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,7,Gable,1,BrkFace,45.0,3,CBlock,3,1,3,588.0,1,0.0,422.0,5,1,1,1134,1134,2,1,Typ,0,0,Attchd,2,254.0,3,3,Y,0,1,0,135000,47.33333333333326,5.3333333333332575,1.0,0.0,0,1
1352,50,RL,13053,4,Bnk,Inside,1,BrkSide,0,1Fam,1.5Fin,6,7,Gambrel,1,None,0.0,3,BrkTil,3,1,1,0.0,1,0.0,833.0,4,1,1,1053,1848,4,1,Typ,1,4,Detchd,1,370.0,3,3,N,0,0,0,207000,85.5,8.5,1.0,1.0,0,1
1519,50,RL,8400,4,Bnk,Inside,1,SWISU,0,1Fam,1.5Fin,6,5,Gable,4,None,0.0,3,PConc,3,1,3,423.0,1,0.0,758.0,2,1,1,1390,1694,4,1,Typ,1,4,Detchd,1,576.0,3,3,Y,342,0,0,136500,83.5,58.5,2.0,0.0,0,1
1305,20,RM,6000,4,Lvl,Corner,1,OldTown,0,1Fam,1Story,4,7,Gable,4,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,901.0,5,1,1,901,901,2,1,Typ,0,0,Detchd,1,281.0,2,3,Y,0,0,0,107900,54.66666666666674,8.666666666666742,1.0,0.0,0,0
2014,50,RM,6240,4,Lvl,Inside,1,BrkSide,0,1Fam,1.5Fin,6,5,Gable,2,None,0.0,3,BrkTil,3,1,2,52.0,1,0.0,809.0,4,1,1,861,1409,3,1,Typ,1,4,Detchd,1,528.0,3,3,Y,225,0,0,126000,69.25,57.25,2.0,1.0,0,1
1,20,RL,31770,3,Lvl,Corner,1,NAmes,0,1Fam,1Story,6,5,Hip,1,Stone,112.0,3,CBlock,4,4,4,639.0,1,0.0,441.0,2,1,1,1656,1656,3,1,Typ,2,4,Attchd,3,528.0,3,3,P,210,0,0,215000,50.41666666666674,50.41666666666674,2.0,0.0,0,1
1052,60,RL,12474,4,Lvl,Inside,1,NridgHt,0,1Fam,2Story,10,5,Gable,2,Stone,272.0,3,PConc,3,3,6,1280.0,1,0.0,402.0,5,1,1,1742,2332,3,1,Typ,1,5,BuiltIn,3,846.0,3,3,Y,196,0,1,426000,1.6666666666667425,0.6666666666667425,3.0,1.0,0,1
622,20,RL,9600,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,7,Gable,4,None,0.0,3,CBlock,3,1,5,607.0,1,0.0,506.0,4,1,1,1113,1113,3,1,Typ,1,4,Attchd,1,264.0,3,3,Y,0,0,0,147000,59.58333333333326,2.5833333333332575,1.0,0.0,0,1
913,30,RL,8574,4,Lvl,Inside,1,Crawfor,0,1Fam,1Story,6,8,Gable,6,None,0.0,3,BrkTil,3,1,1,0.0,1,0.0,816.0,5,1,1,1232,1232,3,1,Typ,1,4,Detchd,1,440.0,3,3,Y,0,0,0,147500,93.83333333333326,9.833333333333258,1.0,0.0,0,1
1058,20,RL,14418,3,Lvl,Inside,1,NridgHt,0,1Fam,1Story,9,5,Hip,2,BrkFace,480.0,3,PConc,3,4,6,1375.0,1,0.0,575.0,5,1,1,1950,1950,2,1,Typ,1,4,Attchd,3,706.0,3,3,Y,156,0,0,383000,1.4166666666667425,1.4166666666667425,3.0,0.0,0,1
2348,20,RL,10400,4,Lvl,Inside,1,NWAmes,0,1Fam,1Story,7,5,Gable,1,BrkFace,102.0,3,CBlock,3,3,6,929.0,1,0.0,916.0,4,1,1,1872,1872,3,1,Typ,1,3,Attchd,3,604.0,3,3,Y,197,0,0,241500,18.5,18.5,2.0,1.0,0,1
1527,50,RL,15564,4,Lvl,Inside,1,Crawfor,0,1Fam,1.5Fin,6,6,Gable,1,None,0.0,3,BrkTil,3,1,1,0.0,1,0.0,676.0,5,1,1,676,1264,3,1,Typ,0,0,Detchd,1,400.0,3,3,Y,424,0,0,147500,94.08333333333326,13.083333333333258,1.0,0.0,0,0
1011,60,RL,13543,3,HLS,Corner,1,StoneBr,0,1Fam,2Story,8,5,Gable,2,Stone,130.0,3,PConc,3,4,6,16.0,1,0.0,1152.0,5,1,1,1168,2500,5,1,Typ,1,4,BuiltIn,3,683.0,3,3,Y,192,0,0,355000,3.5833333333332575,3.5833333333332575,3.0,1.0,0,1
1332,45,RM,6130,4,Lvl,Inside,1,BrkSide,0,1Fam,1.5Unf,5,6,Gable,4,None,0.0,3,BrkTil,3,1,5,784.0,1,0.0,0.0,4,1,1,784,784,2,1,Typ,0,0,NA,0,0.0,0,0,Y,0,0,0,109500,84.41666666666674,58.41666666666674,2.0,0.0,0,1
709,30,RM,5925,4,Lvl,Corner,1,OldTown,0,1Fam,1Story,2,4,Gable,4,None,0.0,4,BrkTil,0,0,0,0.0,0,0.0,0.0,2,0,0,612,612,1,1,Typ,0,0,Detchd,1,308.0,3,2,N,0,0,0,45000,69.83333333333326,59.83333333333326,1.0,0.0,0,1
209,70,RL,24090,4,Lvl,Inside,1,ClearCr,0,1Fam,2Story,7,7,Gable,4,None,0.0,4,CBlock,3,2,1,0.0,1,0.0,1032.0,5,1,1,1207,2403,4,1,Typ,2,3,Attchd,1,349.0,3,3,Y,56,0,0,244400,70.5,60.5,2.0,0.0,0,1
619,20,RL,9600,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,6,5,Hip,1,Stone,238.0,3,CBlock,3,1,6,1285.0,1,0.0,131.0,3,1,1,1644,1644,3,1,Typ,2,4,Attchd,3,418.0,3,3,Y,110,0,0,167000,56.83333333333326,56.83333333333326,2.0,0.0,0,0
2150,60,RL,8158,4,Lvl,Inside,1,CollgCr,0,1Fam,2Story,7,5,Gable,2,BrkFace,214.0,3,PConc,3,1,1,0.0,1,0.0,860.0,5,1,1,860,1729,3,1,Typ,0,0,Attchd,3,542.0,3,3,Y,386,0,0,200000,5.6666666666667425,5.6666666666667425,2.0,1.0,0,1
2704,30,RL,5220,3,Lvl,Inside,1,SWISU,0,1Fam,1Story,5,3,Gable,1,None,0.0,3,BrkTil,3,1,1,0.0,1,0.0,830.0,4,1,1,879,879,2,1,Typ,0,0,Detchd,1,180.0,3,3,P,0,0,0,80000,70.08333333333326,56.08333333333326,1.0,0.0,0,1
2839,20,RL,8172,4,Lvl,Inside,1,Edwards,0,1Fam,1Story,5,7,Hip,1,None,0.0,3,CBlock,3,1,3,167.0,1,0.0,697.0,3,1,1,864,864,2,1,Typ,0,0,Detchd,1,572.0,3,3,N,0,0,0,115000,51.33333333333326,16.333333333333258,2.0,0.0,0,0
1242,20,RL,9000,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,6,5,Gable,1,BrkFace,74.0,3,CBlock,3,1,2,616.0,1,0.0,580.0,4,1,0,1196,1196,2,1,Typ,1,4,Attchd,2,297.0,3,3,Y,0,0,0,139000,52.41666666666674,52.41666666666674,2.0,0.0,0,1
2714,60,RL,7844,4,Lvl,Inside,1,Sawyer,0,1Fam,2Story,6,7,Hip,1,BrkFace,203.0,3,CBlock,3,1,5,209.0,1,0.0,463.0,3,1,1,672,1400,3,1,Typ,1,3,Attchd,3,440.0,3,3,Y,0,0,0,149500,28.25,28.25,1.0,1.0,0,0
799,70,RL,9084,4,Lvl,Inside,1,Edwards,0,1Fam,2Story,4,5,Gable,4,None,0.0,3,CBlock,3,2,1,0.0,1,0.0,755.0,3,1,1,755,1510,4,1,Typ,1,4,Detchd,1,296.0,2,1,P,120,3,0,108000,69.83333333333326,59.83333333333326,2.0,0.0,0,0
1260,190,RL,10800,4,Lvl,Inside,1,OldTown,0,2fmCon,2Story,4,7,Gable,4,None,0.0,3,BrkTil,0,0,0,0.0,0,0.0,0.0,3,0,0,694,1294,3,2,Typ,0,0,NA,0,0.0,0,0,N,220,0,0,106250,108.66666666666674,8.666666666666742,2.0,0.0,0,1
2107,20,RL,8556,4,Lvl,Inside,1,CollgCr,0,1Fam,1Story,7,5,Gable,2,None,0.0,3,PConc,3,3,1,0.0,1,0.0,1240.0,5,1,1,1240,1240,2,1,Typ,0,0,Attchd,2,826.0,3,3,Y,140,0,0,194000,1.4166666666667425,1.4166666666667425,2.0,0.0,0,1
2486,20,RL,9100,4,Lvl,Inside,1,Sawyer,0,1Fam,1Story,5,4,Hip,1,BrkFace,51.0,3,CBlock,3,1,2,36.0,1,0.0,952.0,5,1,1,988,988,3,1,Typ,0,0,Detchd,1,624.0,3,3,Y,0,0,0,129500,44.58333333333326,44.58333333333326,2.0,0.0,0,0
1911,90,RL,8668,4,Lvl,Corner,1,NAmes,0,Duplex,1Story,5,5,Gable,4,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,1560.0,3,1,1,1560,1560,4,2,Typ,0,0,Detchd,1,792.0,3,3,Y,0,0,0,126000,39.41666666666674,39.41666666666674,2.0,0.0,0,0
896,20,RL,11767,4,Lvl,Inside,1,Edwards,0,1Fam,1Story,5,5,Gable,4,None,0.0,3,CBlock,3,2,3,1078.0,1,0.0,0.0,3,1,0,1368,1368,3,1,Min1,0,0,Attchd,2,195.0,3,3,Y,0,0,0,120000,59.5,59.5,2.0,0.0,0,1
272,20,RL,8400,4,Lvl,Inside,1,CollgCr,0,1Fam,1Story,7,5,Gable,2,BrkFace,109.0,3,PConc,3,3,6,712.0,1,0.0,761.0,5,1,1,1484,1484,3,1,Typ,0,0,Attchd,2,606.0,3,3,Y,0,0,0,213000,6.4166666666667425,5.4166666666667425,3.0,0.0,0,1
2521,120,RL,3874,3,Lvl,Inside,1,Greens,0,TwnhsE,1Story,8,5,Gable,1,None,0.0,3,CBlock,3,4,6,807.0,1,0.0,419.0,3,1,1,1226,1226,1,1,Typ,1,2,Attchd,3,484.0,3,3,Y,133,0,0,190000,26.583333333333258,26.583333333333258,2.0,0.0,0,1
2324,20,RL,8076,3,Lvl,Inside,1,Gilbert,0,1Fam,1Story,6,6,Gable,1,BrkFace,112.0,3,PConc,3,1,6,705.0,1,0.0,455.0,4,1,1,1169,1169,3,1,Typ,1,3,Attchd,3,402.0,3,3,Y,0,3,0,183500,13.583333333333258,12.583333333333258,2.0,1.0,0,1
1953,80,RL,10090,3,Lvl,Inside,1,NAmes,0,1Fam,SLvl,7,5,Gable,1,BrkFace,364.0,3,CBlock,3,3,3,242.0,5,483.0,0.0,3,1,1,1035,1651,4,1,Typ,2,3,BuiltIn,1,276.0,3,3,Y,460,3,0,172000,44.83333333333326,8.833333333333258,2.0,1.0,0,1
887,20,RL,8877,4,Lvl,Inside,2,Edwards,0,1Fam,1Story,4,6,Gable,4,None,0.0,3,CBlock,3,2,5,690.0,1,0.0,126.0,5,1,1,816,816,2,1,Typ,1,4,Detchd,1,288.0,2,2,Y,0,0,0,100000,71.41666666666674,51.41666666666674,2.0,0.0,0,0
1479,20,RL,11058,4,Lvl,Corner,1,CollgCr,0,1Fam,1Story,7,6,Gable,2,Stone,212.0,3,PConc,3,1,6,56.0,1,0.0,1508.0,5,1,1,1564,1564,3,1,Typ,0,0,Attchd,2,814.0,3,3,Y,0,0,0,218836,1.1666666666667425,1.1666666666667425,2.0,0.0,0,1
1317,190,RM,10800,4,Lvl,Inside,1,OldTown,0,2fmCon,1.5Fin,6,7,Gable,1,None,0.0,3,BrkTil,3,1,1,0.0,1,0.0,482.0,5,0,1,1221,1912,3,2,Typ,1,3,Detchd,1,672.0,4,3,Y,0,0,0,163000,103.33333333333326,8.333333333333258,2.0,0.0,0,1
1750,20,RL,10936,3,Lvl,Inside,1,Gilbert,0,1Fam,1Story,7,5,Gable,2,None,0.0,3,PConc,3,3,1,0.0,1,0.0,1510.0,5,1,1,1525,1525,3,1,Typ,1,4,Attchd,2,534.0,3,3,Y,100,0,1,206580,1.3333333333332575,1.3333333333332575,2.0,1.0,0,1
2815,60,RL,8461,4,Lvl,Inside,1,CollgCr,0,1Fam,2Story,6,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,728.0,5,1,1,728,1456,3,1,Typ,1,4,Attchd,3,390.0,3,3,Y,0,0,1,163990,1.5833333333332575,0.5833333333332575,2.0,1.0,0,1
2692,70,RM,7518,4,Lvl,FR3,1,IDOTRR,0,1Fam,2Story,5,8,Gable,1,None,0.0,4,BrkTil,2,1,1,0.0,1,0.0,396.0,4,1,1,665,1330,3,1,Typ,0,0,Detchd,1,390.0,3,3,N,0,3,0,116500,96.58333333333326,2.5833333333332575,1.0,0.0,0,1
1090,60,RL,8010,3,Lvl,Inside,1,Gilbert,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,840.0,5,1,1,840,1720,3,1,Typ,1,4,BuiltIn,3,400.0,3,3,Y,138,0,0,188000,6.5833333333332575,5.5833333333332575,2.0,1.0,0,1
1912,85,RL,10050,3,Lvl,Inside,1,NAmes,0,1Fam,SFoyer,5,6,Gable,1,BrkFace,87.0,3,CBlock,3,3,6,602.0,1,0.0,191.0,5,1,1,1280,1280,3,1,Typ,1,3,Basment,3,432.0,3,3,Y,140,0,0,175000,41.5,41.5,2.0,1.0,0,1
1634,120,RL,4740,3,Lvl,Inside,1,StoneBr,0,TwnhsE,1Story,8,5,Gable,5,None,0.0,3,CBlock,3,4,6,248.0,1,0.0,918.0,4,1,1,1179,1179,2,1,Typ,0,0,Attchd,2,480.0,3,3,Y,0,0,0,182000,19.833333333333258,19.833333333333258,3.0,0.0,0,1
1974,30,RM,6978,4,Bnk,Inside,1,OldTown,0,1Fam,1Story,5,7,Gable,4,None,0.0,4,BrkTil,3,1,1,0.0,1,0.0,850.0,3,1,1,960,960,2,1,Typ,0,0,Detchd,2,576.0,3,3,Y,0,0,0,103000,81.33333333333326,27.333333333333258,1.0,0.0,0,1
1764,20,RL,11400,4,Lvl,Inside,1,NoRidge,0,1Fam,1Story,10,5,Hip,2,BrkFace,705.0,3,PConc,3,4,6,1282.0,1,0.0,1351.0,5,1,1,2633,2633,2,1,Typ,2,4,Attchd,2,804.0,3,3,Y,314,0,0,466500,6.25,5.25,3.0,1.0,0,1
634,20,RL,9240,3,Lvl,Inside,1,NAmes,0,1Fam,1Story,6,8,Hip,4,None,0.0,3,CBlock,3,1,5,708.0,1,0.0,280.0,3,1,1,988,988,3,1,Typ,0,0,Attchd,1,297.0,3,3,Y,156,0,0,149500,50.5,11.5,3.0,0.0,0,0
1683,120,RL,2304,4,Lvl,Inside,1,NPkVill,0,Twnhs,1Story,7,7,Gable,3,None,0.0,3,CBlock,3,1,6,632.0,1,6.0,423.0,3,1,1,1055,1055,2,1,Typ,0,0,Attchd,1,319.0,3,3,Y,108,0,0,142500,29.333333333333258,29.333333333333258,2.0,0.0,0,1
2199,30,RL,7223,4,Lvl,Inside,1,Crawfor,0,1Fam,1Story,5,5,Hip,1,None,0.0,3,PConc,3,2,4,319.0,1,0.0,971.0,3,1,1,1422,1422,3,1,Typ,0,0,Detchd,1,352.0,3,3,Y,0,3,0,136500,81.33333333333326,57.33333333333326,1.0,0.0,0,1
2789,160,RH,3612,3,Lvl,Inside,1,Landmrk,0,Twnhs,2Story,6,5,Gable,2,None,0.0,3,PConc,3,1,6,338.0,1,0.0,292.0,5,1,1,630,1320,3,1,Typ,0,0,Detchd,1,484.0,3,3,Y,0,3,0,137000,13.5,12.5,2.0,1.0,0,1
1018,20,RL,12680,3,Lvl,Inside,1,NWAmes,0,1Fam,1Story,7,6,Gable,1,BrkFace,102.0,3,CBlock,4,2,6,983.0,1,0.0,692.0,5,1,1,1688,1688,2,1,Typ,1,5,Attchd,2,528.0,3,3,Y,0,0,0,226500,20.5,20.5,3.0,0.0,0,1
14,20,RL,10176,4,Lvl,Inside,1,Gilbert,0,1Fam,1Story,7,5,Gable,1,None,0.0,3,PConc,3,4,6,637.0,1,0.0,663.0,4,1,1,1341,1341,2,1,Typ,1,1,Attchd,1,506.0,3,3,Y,192,0,0,171500,20.166666666666742,20.166666666666742,2.0,1.0,0,0
2782,80,RL,10780,3,Lvl,Inside,1,CollgCr,0,1Fam,SLvl,5,5,Gable,4,None,0.0,3,CBlock,3,3,5,483.0,1,0.0,428.0,4,1,1,954,954,3,1,Typ,0,0,Detchd,1,576.0,3,3,Y,0,0,0,132500,30.583333333333258,30.583333333333258,1.0,0.0,0,0
2626,90,RL,8544,4,Lvl,Inside,1,NAmes,0,Duplex,1Story,3,4,Gable,6,BrkFace,340.0,3,Slab,0,0,0,0.0,0,0.0,0.0,2,0,0,1040,1040,2,2,Typ,0,0,Detchd,1,400.0,3,3,Y,0,0,0,87500,57.41666666666674,56.41666666666674,2.0,0.0,0,0
1175,60,FV,10646,3,Lvl,Corner,1,Somerst,0,1Fam,2Story,7,5,Gable,2,BrkFace,513.0,3,PConc,3,1,6,681.0,1,0.0,177.0,5,1,1,872,1789,3,1,Typ,1,3,Attchd,3,546.0,3,3,Y,0,0,0,223000,7.5,7.5,3.0,1.0,0,0
1232,20,RL,8400,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,6,9,Gable,1,BrkFace,237.0,4,CBlock,3,1,1,0.0,1,0.0,1319.0,3,1,1,1537,1537,3,1,Typ,1,4,Attchd,2,462.0,3,3,Y,0,4,0,174000,46.58333333333326,3.5833333333332575,2.0,1.0,0,1
2590,20,RL,15428,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,6,Hip,4,None,0.0,3,CBlock,3,1,3,741.0,1,0.0,143.0,5,1,1,884,884,2,1,Typ,0,0,Attchd,3,270.0,3,3,Y,0,0,0,142000,55.5,15.5,2.0,0.0,0,1
2463,20,FV,11216,4,Lvl,Inside,1,Somerst,0,1Fam,1Story,8,5,Gable,2,None,0.0,3,PConc,4,1,1,0.0,1,0.0,1489.0,5,1,1,1489,1489,3,1,Typ,1,4,Attchd,2,776.0,3,3,Y,0,0,1,232600,0.5,0.5,2.0,0.0,0,1
2358,20,RL,10140,4,Lvl,Inside,1,NWAmes,0,1Fam,1Story,6,6,Hip,1,BrkFace,99.0,3,CBlock,3,1,5,663.0,2,377.0,0.0,2,1,1,1309,1309,3,1,Typ,1,2,Attchd,2,484.0,3,3,Y,265,4,0,181000,32.08333333333326,7.0833333333332575,2.0,1.0,1,0
2911,160,RM,3964,4,Lvl,Inside,1,MeadowV,0,TwnhsE,2Story,6,4,Gable,5,None,0.0,3,CBlock,3,1,5,837.0,1,0.0,105.0,4,1,1,1291,2521,5,1,Maj1,1,4,Attchd,3,576.0,3,3,Y,728,4,0,151400,33.5,33.5,3.0,1.0,0,1
1699,20,RL,11428,3,Lvl,Inside,1,NridgHt,0,1Fam,1Story,8,5,Gable,2,Stone,248.0,3,PConc,3,1,1,0.0,1,0.0,1626.0,5,1,1,1634,1634,3,1,Typ,1,4,Attchd,2,866.0,3,3,Y,0,0,0,250000,1.4166666666667425,1.4166666666667425,2.0,0.0,0,1
115,60,RL,10421,4,Lvl,Inside,1,NWAmes,0,1Fam,2Story,7,5,Gable,1,BrkFace,42.0,3,CBlock,3,1,6,394.0,1,0.0,586.0,3,1,1,980,1714,3,1,Typ,1,3,Attchd,1,496.0,3,3,Y,228,3,0,196500,22.25,22.25,2.0,1.0,0,1
1998,75,RM,13500,4,Lvl,Corner,1,OldTown,0,1Fam,2.5Unf,7,8,Gable,1,None,0.0,4,PConc,3,1,1,0.0,1,0.0,819.0,3,1,0,1312,2454,3,1,Typ,1,4,Attchd,1,576.0,3,3,N,0,3,0,185000,128.16666666666674,20.166666666666742,2.0,0.0,0,1
589,20,RL,9000,4,Lvl,Inside,1,NWAmes,0,1Fam,1Story,6,5,Gable,1,BrkFace,200.0,3,CBlock,3,3,4,955.0,1,0.0,261.0,3,1,1,1216,1216,3,1,Typ,0,0,Attchd,1,336.0,3,3,Y,0,3,0,113000,40.66666666666674,40.66666666666674,2.0,0.0,0,0
1641,20,RL,8089,4,HLS,Inside,1,StoneBr,0,1Fam,1Story,8,6,Gable,4,BrkFace,254.0,3,PConc,3,3,6,945.0,1,0.0,474.0,5,1,1,1419,1419,2,1,Typ,1,4,Attchd,2,567.0,3,3,Y,140,0,1,392000,0.8333333333332575,0.8333333333332575,3.0,0.0,0,0
2821,90,RL,9400,3,Lvl,CulDSac,1,Edwards,0,Duplex,SFoyer,6,5,Flat,1,BrkFace,250.0,3,CBlock,4,4,6,945.0,1,0.0,0.0,3,1,1,980,980,4,0,Typ,0,0,NA,0,0.0,0,0,Y,0,0,0,127500,31.833333333333258,31.833333333333258,2.0,2.0,0,0
1846,160,FV,2117,4,Lvl,Inside,1,Somerst,0,Twnhs,2Story,6,5,Gable,4,BrkFace,216.0,3,PConc,3,1,6,417.0,1,0.0,339.0,5,1,1,769,1573,3,1,Typ,0,0,Detchd,1,440.0,3,3,Y,0,0,0,177000,7.75,7.75,2.0,1.0,0,1
1805,60,FV,10625,4,Lvl,Inside,1,Somerst,0,1Fam,2Story,6,5,Gable,2,BrkFace,353.0,3,PConc,3,3,1,0.0,1,0.0,1158.0,5,1,1,1158,2443,4,1,Min2,1,4,BuiltIn,2,744.0,3,3,Y,193,0,0,265000,3.5,3.5,2.0,1.0,0,1
1853,60,FV,8413,3,Lvl,Inside,1,Somerst,0,1Fam,2Story,8,5,Gable,2,None,0.0,4,PConc,3,2,6,901.0,1,0.0,319.0,5,1,1,1220,2362,3,1,Typ,2,3,Attchd,2,1105.0,4,3,Y,147,0,0,312500,9.5,9.5,3.0,1.0,0,1
1321,75,RM,13500,4,Lvl,Inside,1,OldTown,0,1Fam,2.5Unf,10,9,Gable,1,None,0.0,5,BrkTil,3,1,1,0.0,1,0.0,1237.0,4,1,1,1521,2775,3,1,Typ,1,4,Detchd,1,880.0,4,3,Y,105,0,0,325000,115.58333333333326,8.583333333333258,3.0,1.0,0,1
564,20,RL,15676,3,Low,Inside,1,Veenker,0,1Fam,1Story,8,8,Gable,2,BrkFace,115.0,4,CBlock,4,4,5,1733.0,3,92.0,189.0,4,1,1,2014,2014,2,1,Maj1,2,4,Attchd,2,864.0,3,3,Y,462,3,0,275000,29.333333333333258,29.333333333333258,3.0,0.0,0,1
1771,60,RL,9950,3,Lvl,Inside,1,NoRidge,0,1Fam,2Story,7,5,Gable,2,BrkFace,290.0,3,PConc,3,1,6,565.0,1,0.0,638.0,5,1,1,1214,2520,4,1,Typ,1,3,Attchd,2,721.0,3,3,Y,224,0,0,290000,12.5,12.5,2.0,1.0,0,1
90,20,RL,15410,3,Lvl,CulDSac,1,Sawyer,0,1Fam,1Story,6,6,Hip,1,BrkCmn,250.0,4,CBlock,3,4,4,126.0,6,859.0,223.0,5,1,1,1494,1494,3,1,Typ,2,2,Attchd,3,461.0,3,3,Y,296,4,0,169000,36.33333333333326,8.333333333333258,3.0,0.0,0,1
2684,30,RM,6000,4,Lvl,Inside,1,BrkSide,0,1Fam,1Story,5,7,Gable,1,None,0.0,3,CBlock,3,1,2,616.0,1,0.0,0.0,4,1,1,616,616,2,1,Typ,0,0,Detchd,1,205.0,3,3,Y,0,0,0,89000,85.5,56.5,1.0,0.0,0,1
13,60,RL,8402,3,Lvl,Inside,1,Gilbert,0,1Fam,2Story,6,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,789.0,4,1,1,789,1465,3,1,Typ,1,4,Attchd,3,393.0,3,3,Y,0,0,0,180400,12.416666666666742,12.416666666666742,2.0,1.0,0,1
445,20,RL,10655,3,Lvl,Inside,1,NridgHt,0,1Fam,1Story,8,5,Gable,2,BrkFace,296.0,3,PConc,3,1,6,1124.0,1,479.0,1603.0,5,1,1,1629,1629,3,1,Typ,1,4,Attchd,2,880.0,3,3,Y,0,0,0,284000,6.8333333333332575,5.8333333333332575,3.0,0.0,0,0
1914,20,RL,10150,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,5,Gable,1,None,0.0,3,CBlock,3,1,3,456.0,1,0.0,456.0,5,1,0,912,912,2,1,Typ,0,0,Attchd,2,275.0,3,3,Y,0,0,0,114500,49.58333333333326,49.58333333333326,1.0,0.0,0,0
2811,20,RL,10084,4,Lvl,Inside,1,CollgCr,0,1Fam,1Story,7,5,Gable,2,BrkFace,196.0,3,PConc,3,3,6,24.0,1,0.0,1528.0,5,1,1,1552,1552,3,1,Typ,0,0,Attchd,2,782.0,3,3,Y,144,0,1,212900,1.5833333333332575,0.5833333333332575,2.0,0.0,0,1
